"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"7SCEUVMK","journalArticle","2015","Joo, Sung-Jae; Kim, Bong Seo; Min, Bok-Ki; Oh, Min Wook; Lee, Ji-Eun; Ryu, Byung Ki; Lee, Hee Woong; Park, Su Dong","Deposition of n-Type Bi2Te3 Thin Films on Polyimide by Using RF Magnetron Co-Sputtering Method","Journal of Nanoscience and Nanotechnology","","1533-4880","10.1166/jnn.2015.11440","https://www.ingentaconnect.com/contentone/asp/jnn/2015/00000015/00000010/art00163","Bi2Te3 thermoelectric thin films were deposited on the flexible polyimide substrates by RF magnetron co-sputtering of a Bi and a Te targets. The influence of the substrate temperature and RF power on the microstructure, chemical composition, and the thermoelectric properties of the sputtered films was investigated by using scanning electron microscopy, X-ray diffraction, energy dispersive X-ray spectroscopy, and in-plane resistivity/Seebeck coefficient measurement. It was shown that the thermoelectric properties of the films depend sensitively on the Bi/Te chemical composition ratio and the substrate temperature, and the layered structure was clearly observed from the cross section of the (00L)-oriented, nearly stoichiometric Bi2Te3 films when the substrate temperature is higher than 250 °C. As-deposited Bi2Te3 films deposited at 300 °C show the highest power factor of 0.97 mW/K2m and the Seebeck coefficient of −193 μV/K at 32 °C, which also have (00L) preferred orientation and the layered structure. The durability of the Bi2Te3 films on polyimide against repeated bending was also tested by monitoring the film resistance, and it was concluded that the Bi2Te3 films are applicable reliably on the curved surfaces with the radius of curvature larger than 5 mm.","2015-10-01","2015-09-30 03:23:55","2021-09-21 12:06:08","","8299-8304","","10","15","","Journal of Nanoscience and Nanotechnology","","","","","","","","","All rights reserved","","","","IngentaConnect","","","","C:\Users\cta4r\Zotero\storage\QBT8N8C7\Joo et al. - 2015 - Deposition of n-Type Bi2Te3 Thin Films on Polyimid.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNRPDPWQ","journalArticle","2017","Ryu, Byungki; Choi, Eun-Ae","GW Calculations Overcoming DFT Band Gap Problem","Physics and High Technology","","1225-2336","10.3938/PhiT.26.039","https://webzine.kps.or.kr/?p=4&idx=39","","2017-10-26","2017-11-28 07:46:14","2021-09-21 12:05:39","2017-11-28 07:46:14","15-21","","10","26","","","","","","","","","","","All rights reserved","","","","CrossRef","","","","C:\Users\cta4r\Zotero\storage\FZBE6VWH\Ryu 그리고 Choi - 2017 - GW Calculations Overcoming DFT Band Gap Problem.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4D5EIZ9","journalArticle","2018","Jang, Jeongin; Ryu, Byungki; Joo, Sung-Jae; Kim, Bong-Seo; Min, Bok-Ki; Lee, Hee-Woong; Park, Su-Dong; Lee, Ho Seong; Lee, Ji Eun","Antimony-induced heterogeneous microstructure of Mg 2 Si 0.6 Sn 0.4 thermoelectric materials and their thermoelectric properties","Journal of Alloys and Compounds","","0925-8388","10.1016/j.jallcom.2017.12.203","http://linkinghub.elsevier.com/retrieve/pii/S0925838817343992","In order to achieve enhancements in thermoelectric efﬁciency, microstructures that can form numerous interfaces have been investigated intensively for controlling the transport of charge carriers and heatcarrying phonons. In this paper, we report the heterogeneous microstructure of Mg2Si0.6Sn0.4 thermoelectric materials synthesized by a simple B2O3 encapsulation method and investigation of its inﬂuence on thermoelectric properties. The addition of Sb causes the evolution of a Sn-rich secondary phase and a heterogeneous microstructure consisting of Sn-deﬁcient grains and a Sn-rich boundary phase, with coherent interfaces between them. The secondary phase induced by Sb doping suppressed the bipolar effect and reduced the thermal conductivity because of minority carrier blocking and phonon scattering at phase boundaries. However, high concentration of Sb in Sn-rich phase led to insufﬁcient doping in Sirich main phase and electron-hole compensation by Mg vacancies, resulting in decrease of the doping efﬁciency of Sb.","2018-03-30","2018-03-29 01:30:26","2021-09-21 12:05:13","2018-03-29 01:30:26","129-138","","","739","","","","","","","","","","en","All rights reserved","","","","CrossRef","","","","C:\Users\cta4r\Zotero\storage\PJAFH9GE\1-s2.0-S0925838817343992-mmc1.docx; C:\Users\cta4r\Zotero\storage\RXS6SYQL\Jang 등 - 2018 - Antimony-induced heterogeneous microstructure of M.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NLS2TTRS","journalArticle","2019","Joo, Sung-Jae; Ryu, Byungki; Son, Ji-Hee; Lee, Ji Eun; Min, Bok-Ki; Kim, Bong-Seo","Highly anisotropic thermoelectric transport properties responsible for enhanced thermoelectric performance in the hot-deformed tetradymite Bi2Te2S","Journal of Alloys and Compounds","","0925-8388","10.1016/j.jallcom.2018.12.340","https://linkinghub.elsevier.com/retrieve/pii/S0925838818349028","In general, Bi2Te3 and related alloys show the best thermoelectric performance at near-room temperature region below about 423 K, which is in some cases not high enough for waste heat recovery. In order to raise the operation temperature on the basis of Bi2Te3 technology, S element was introduced into Bi2Te3 to synthesize a ternary tetradymite compound, Bi2Te2S, and the thermoelectric properties were analyzed. In this study, Bi2S3 was considered, instead of using elemental S, to avoid the issues arising from the volatility of S. Compared with Bi2Te3, undoped Bi2Te2S shows higher Seebeck coefﬁcients (Smax ¼ À210.9 mV KÀ1 at 523 K) but also higher resistivity (rmin ¼ 26.5 mU m at 323 K), resulting in decreased power factor (PFmax ¼ 1.49 mW KÀ2mÀ1 at 373 K). However, low thermal conductivity (kmin ¼ 0.987 WKÀ1mÀ1 at 473 K) produced higher ZT at T ! 423 K than Bi2Te3, reaching about 0.66 at 473 K. At the same time, the bipolar conduction was reduced due to the enlarged band gap of about 0.22 eV, which was estimated from the S-T curve. After additional hot deformation at 793 K, undoped Bi2Te2S shows remarkably improved values of power factor (PFmax ¼ 2.62 mW KÀ2mÀ1 at 323 K) and ZT (ZTmax ¼ 0.86 at 473 K), which was ascribed to increased carrier concentration. In addition, the highly anisotropic transport properties of Bi2Te2S were suggested to be another origin, which was revealed by the ﬁrst-principles calculations. In summary, Bi2Te2S is a promising candidate for thermoelectric generation at the intermediate temperature region 473e573 K where Bi2Te3 shows degraded performances. © 2019 Elsevier B.V. All rights reserved.","2019-04-30","2019-01-04 05:11:41","2021-09-21 12:04:56","2019-01-04 05:11:41","448-454","","","783","","","","","","","","","","en","All rights reserved","","","","Crossref","","","","C:\Users\cta4r\Zotero\storage\KWZ558BQ\Joo 등 - 2019 - Highly anisotropic thermoelectric transport proper.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29FDB8IA","journalArticle","2021","Ayachi, Sahar; Deshpande, Radhika; Ponnusamy, Prasanna; Park, Sungjin; Chung, Jaywan; Park, Sudong; Ryu, Byungki; Müller, Eckhard; de Boor, Johannes","On the relevance of point defects for the selection of contacting electrodes: Ag as an example for Mg2(Si,Sn)-based thermoelectric generators","Materials Today Physics","","2542-5293","10.1016/j.mtphys.2020.100309","https://linkinghub.elsevier.com/retrieve/pii/S2542529320301334","In developing thermoelectric generators, optimizing interfaces between thermoelectric materials and contacting electrodes is a crucial step. Among the tested electrodes for Mg2(Si,Sn)-based generators, Ag shows good adhesion, controllable interfaces and low electrical contact resistances. However, it induces unexpected changes in the Seebeck coefﬁcient of n-type samples, while no change is observed in p-type. In order to understand said behavior, contacting results for Bi-doped Mg2Si, Mg2Sn and Mg2Si1-xSnx with Ag are compared with predictions based on defect formation energies obtained within hybriddensity functional theory (DFT). A qualitative description of the Ag diffusion mechanism in Mg2X is also introduced.","2021-01-01","2020-11-03 10:53:52","2021-09-21 12:04:32","2020-12-08 10:54:25","100309","","","16","","","On the relevance of point defects for the selection of contacting electrodes","","","","","","","en","All rights reserved","","","","Crossref","","","","C:\Users\cta4r\Zotero\storage\XJT52EUW\1-s2.0-S2542529320301334-mmc1.docx; C:\Users\cta4r\Zotero\storage\DKS7NIFA\Ayachi 등 - 2021 - On the relevance of point defects for the selectio.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IWKHSMGR","journalArticle","2021","Ryu, Byungki; Choi, Eun-Ae; Park, Sungjin; Chung, Jaywan; de Boor, Johannes; Ziolkowski, Pawel; Müller, Eckhard; Park, SuDong","Native point defects and low p-doping efficiency in Mg2(Si,Sn) solid solutions: A hybrid-density functional study","Journal of Alloys and Compounds","","0925-8388","10.1016/j.jallcom.2020.157145","https://linkinghub.elsevier.com/retrieve/pii/S092583882033509X","We perform hybrid-density functional calculations to investigate the charged defect formation energy of native point defects in Mg2Si, Mg2Sn, and their solid solutions. The band gap correction by hybriddensity functional is found to be critical to determine the charged defect density in these materials. For Mg2Si, Mg interstitials are dominant and provide unintentional n-type conductivity. Additionally, as the Mg vacancies can dominate in Mg-poor Mg2Sn, p-type conductivity is possible for Mg2Sn. However, the existence of low formation energy defects such as MgS1nþ and IM2þg in Mg2Sn and their diffusion can cause severe charge compensation of hole carriers resulting in low p-type doping efﬁciency and thermal degradation. Our results indicate that, in addition to the extrinsic doping strategy, alloying of Mg2Sn with Mg2Si under Mg-poor conditions would be necessary to enhance the p-type conductivity with less charge compensation.","2021-02-05","2020-09-24 11:12:25","2022-06-06 14:07:41","2021-05-17 06:30:12","157145","","","853","","Journal of Alloys and Compounds","Native point defects and low p-doping efficiency in Mg2(Si,Sn) solid solutions","","","","","","","en","All rights reserved","","","","DOI.org (Crossref)","","","","C:\Users\cta4r\Zotero\storage\H97GB4G5\1-s2.0-S092583882033509X-mmc1.pdf; C:\Users\cta4r\Zotero\storage\V56R99CU\1-s2.0-S092583882033509X-mmc2.pdf; C:\Users\cta4r\Zotero\storage\56QEYCCL\1-s2.0-S092583882033509X-mmc3.pdf; C:\Users\cta4r\Zotero\storage\2HDTUY3E\1-s2.0-S092583882033509X-mmc4.pdf; C:\Users\cta4r\Zotero\storage\F5PK2PWU\1-s2.0-S092583882033509X-mmc5.pdf; C:\Users\cta4r\Zotero\storage\6GTUUE5Z\1-s2.0-S092583882033509X-mmc6.pdf; C:\Users\cta4r\Zotero\storage\Z5B29UEQ\Ryu 등 - 2021 - Native point defects and low p-doping efficiency i.pdf","","thermoelectric; defect; first-principles; thermoelectric material; silicide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9W3ITI4C","journalArticle","2015","Oh, M. W.; Ryu, B.; Lee, J. E.; Joo, S. J.; Kim, B. S.; Park, S. D.; Min, B. K.; Lee, H. W.","Electronic Structures and Seebeck Coefficients of Bi2Te3, Sb2Te3, and (Bi0. 25Sb0. 75)2Te3: A First-Principles Calculation Study","Journal of Nanoelectronics and Optoelectronics","","1555-130X","10.1166/jno.2015.1756","https://www.ingentaconnect.com/content/asp/jno/2015/00000010/00000003/art00019;jsessionid=2o3snahume2je.x-ic-live-02","The electronic structures and Seebeck coefficients of Bi2Te3, Sb2Te3, and (Bi0.25Sb0.75)2Te3 were investigated using a first-principles density-functional-theory approach. The band structures and band gaps of the compounds were obtained and compared with previous experimental results and calculations from the literature to support the accuracy of the calculations. The random mixing of Bi and Sb in the crystal lattices of (Bi0.25Sb0.75)2Te3 was expected from the results of the total energy and the density of states, in accordance with experimental evidence. The Seebeck coefficients of the compounds were estimated from the electronic structures via the Boltzmann transport equation, and were in good agreement with the experimental values. Thus, our results show that the Seebeck coefficients can be utilized to quantitatively identify differences in the density of states.","2015-06-01","2015-09-01 01:41:03","2021-09-21 11:50:35","","391-396","","3","10","","Journal of Nanoelectronics and Optoelectronics","Electronic Structures and Seebeck Coefficients of Bi2Te3, Sb2Te3, and (Bi0. 25Sb0. 75)2Te3","","","","","","","","All rights reserved","","","","IngentaConnect","","","","C:\Users\cta4r\Zotero\storage\7QBRASJN\Oh et al. - 2015 - Electronic Structures and Seebeck Coefficients of .pdf","","Electronic structure; Bi2Te3; First-principles calculation; Sb2Te3; seebeck coefficient","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2KCTWE7","journalArticle","2009","Lee, W. J.; Choi, E. A.; Bang, J.; Ryu, B.; Chang, K. J.","First-principles Study of the Electronic Structure of Crystalline InGaO3 (ZnO) 3","Journal of the Korean Physical Society","","0374-4884","10.3938/jkps.55.112","https://www.jkps.or.kr/journal/view.html?volume=55&number=1&spage=112","","2009-07-15","2014-03-17 00:58:06","2025-01-01 16:00:21","2016-04-24 07:58:46","112–115","","1","55","","","","","","","","","","","All rights reserved","","","","Google Scholar","","","","C:\Users\cta4r\Zotero\storage\A3G336GP\[005] Lee,Choi,Bang,Ryu,Chang,JKPS55,112(2009) First-principles Study of the Electronic Structure of c-IGZO.PDF; C:\Users\cta4r\Zotero\storage\TQPUFTFB\abstract_view.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AKQMJ8FZ","journalArticle","2007","Ryu, Byungki; Kang, Yong-Ju; Chang, K. J.","First-principles study of the electronic structure of aluminate nanotubes","Journal of Physics: Conference Series","","1742-6596","10.1088/1742-6596/61/1/039","https://iopscience.iop.org/article/10.1088/1742-6596/61/1/039","We report the results of first-principles theoretical calculations for the electronic structure of aluminate nanotubes. A tubular structure in the form of AlO2 is energetically stable and exhibits metallic conduction. Due to weak interactions between Li atoms and nanotubes, Li doping does not alter the stability of AlO2 nanotubes and only increases the Fermi level. On the other hand, stable AlO nanotubes can be obtained by hole doping with Be and Mg impurities.","2007-03-01","2014-03-17 00:53:31","2021-09-21 11:21:31","2014-03-17 00:53:31","195","","1","61","","J. Phys.: Conf. Ser.","","","","","","","","en","All rights reserved","","","","Institute of Physics","","","","C:\Users\cta4r\Zotero\storage\WT5RAVBT\Ryu et al. - 2007 - First-principles study of the electronic structure.pdf; C:\Users\cta4r\Zotero\storage\47I2TF3C\039.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RAU3NLG8","journalArticle","2021","Ahn, Kyunghan; Kim, Myung-Gil; Park, Sungjin; Ryu, Byungki","Entropy stabilized off-stoichiometric cubic γ-Cu1−xIx phase containing high-density Cu vacancies","AIP Advances","","2158-3226","10.1063/5.0060622","https://aip.scitation.org/doi/10.1063/5.0060622","Copper iodide (CuI) has gained attention as a highly conductive p-type transparent material. Here, we investigate the phase stability of I-rich cubic CuI phases with Cu-vacancy defects by performing hybrid-density functional theory calculations. In the Cu-rich equilibrium condition, the nearly stoichiometric phase is the ground state with quenched Cu-vacancy defects, and the Cu-vacancy defect is a major acceptor responsible for the intrinsic p-type conductivity. In contrast, in the I-rich condition, the off-stoichiometric Cu1−xIx phase (x = 0.5–0.55) containing high-density Cu vacancies is stabilized with configuration entropy from Cu vacancies. As the off-stoichiometric phases contain high-density neutral Cu vacancies, the hole transport can be hindered, and the hole mobility could be reduced.","2021-09-17","2021-09-17 16:54:38","2022-12-16 13:06:15","2021-09-17 16:54:38","095018","","9","11","","","","","","","","","","","All rights reserved","","","","aip.scitation.org (Atypon)","","Publisher: American Institute of Physics","","C:\Users\cta4r\Zotero\storage\N9QP928N\Ahn 등 - 2021 - Entropy stabilized off-stoichiometric cubic γ-Cu1−.pdf","","defect; first-principles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JITSTBEQ","journalArticle","2021","Lee, Jae Ki; Park, Sungjin; Ryu, Byungki; Lee, Ho Seong; Park, Jongho; Park, SuDong","Effect of defect interactions with interstitial Ag in the lattice of BixSb2−xTe3 alloys and their thermoelectric properties","Applied Physics Letters","","0003-6951","10.1063/5.0040808","https://aip.scitation.org/doi/full/10.1063/5.0040808","In this study, the effect of Ag defects on the lattice and thermoelectric properties of Ag-doped BixSb2−xTe3 (BST) alloys are systematically investigated. Using density-functional calculations, we reveal that Ag impurity defects occupying interstitial sites in the BST affect the formation of intrinsic defects in the host materials. Ag interstitial defects, which are responsible for increasing the lattice parameter of the c axis, lower the formation energies of BiTe and SbTe acceptor defects more effectively in the Bi-rich BST than in the Bi-poor BST. In addition, these Ag interstitials induce the formation of AgBi and AgSb in BixSb2−xTe3. Therefore, Ag-induced defect interactions can be used to finely optimize the defects and doping density by varying the Bi content. Furthermore, the phonon thermal conductivity is reduced with the formation of nanoscale twin structures with various stacking faults. Finally, a high figure of merit of 1.4 at 423 K is achieved for p-type BST alloys.","2021-02-02","2021-02-03 00:52:28","2022-06-06 14:08:38","2021-02-03 00:52:28","052102","","5","118","","Appl. Phys. Lett.","","","","","","","","","All rights reserved","","","","aip.scitation.org (Atypon)","","Publisher: American Institute of Physics","","C:\Users\cta4r\Zotero\storage\KAXLAFB2\Lee 등 - 2021 - Effect of defect interactions with interstitial Ag.pdf; C:\Users\cta4r\Zotero\storage\ZW4EB52G\5.html","","thermoelectric; defect; first-principles; thermoelectric material; defect interaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V4VVEAYS","journalArticle","2019","Lee, Min Ho; Park, Sungjin; Lee, Jae Ki; Chung, Jaywan; Ryu, Byungki; Park, Su-Dong; Rhyee, Jong-Soo","Fine tuning of Fermi level by charged impurity-defect cluster formation and thermoelectric properties in n-type PbTe-based compounds","Journal of Materials Chemistry A","","2050-7488, 2050-7496","10.1039/C9TA04220B","http://xlink.rsc.org/?DOI=C9TA04220B","","2019-06-18","2019-07-15 11:49:54","2021-02-03 02:32:18","2019-07-15 11:49:54","16488-16500","","27","7","","","","","","","","","","en","All rights reserved","","","","Crossref","","","","C:\Users\cta4r\Zotero\storage\HR9BQFLA\c9ta04220b1.pdf; C:\Users\cta4r\Zotero\storage\49B38XGS\Lee 등 - 2019 - Fine tuning of Fermi level by charged impurity-def.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J52IPZZ9","journalArticle","2019","Lee, Sangryun; Lee, Jinyeop; Ryu, Byungki; Ryu, Seunghwa","Author Correction: A micromechanics-based analytical solution for the effective thermal conductivity of composites with orthotropic matrices and interfacial thermal resistance","Scientific Reports","","2045-2322","10.1038/s41598-019-43986-x","http://www.nature.com/articles/s41598-019-43986-x","","2019-05-16","2019-08-30 02:31:49","2025-01-01 16:01:52","2019-08-30 02:31:49","","","1","9","","","Author Correction","","","","","","","en","All rights reserved","","","","Crossref","","","","C:\Users\cta4r\Zotero\storage\94UDZPVY\Lee 등 - 2019 - Author Correction A micromechanics-based analytic.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YLLS63QR","journalArticle","2016","Park, Sudong; Ryu, Byungki","Hybrid-density functional theory study on the band structures of tetradymite-Bi2Te3, Sb2Te3, Bi2Se3, and Sb2Se3 thermoelectric materials","Journal of the Korean Physical Society","","0374-4884, 1976-8524","10.3938/jkps.69.1683","http://link.springer.com/10.3938/jkps.69.1683","","2016-12-13","2017-12-07 00:24:11","2019-09-04 15:09:51","2017-12-07 00:24:11","1683-1687","","11","69","","","","","","","","","","en","All rights reserved","","","","CrossRef","","","","C:\Users\cta4r\Zotero\storage\XSI4Z9WS\Park 그리고 Ryu - 2016 - Hybrid-density functional theory study on the band.pdf; C:\Users\cta4r\Zotero\storage\THMXBGEW\Park 그리고 Ryu - Hybrid-Density Functional Theory Study on Band Str.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7FQK3RG7","journalArticle","2017","Ryu, Byungki; Chung, Jaywan; Choi, Eun-Ae; Kim, Bong-Seo; Park, Su-Dong","Thermoelectric power factor of Bi-Sb-Te and Bi-Te-Se alloys and doping strategy: First-principles study","Journal of Alloys and Compounds","","0925-8388","10.1016/j.jallcom.2017.08.166","http://www.sciencedirect.com/science/article/pii/S0925838817328955","","2017-12-15","2017-11-17 00:36:30","2022-06-17 14:47:45","2017-11-17 00:36:30","1067-1075","","Supplement C","727","","Journal of Alloys and Compounds","Thermoelectric power factor of Bi-Sb-Te and Bi-Te-Se alloys and doping strategy","","","","","","","","All rights reserved","","","","ScienceDirect","","","","C:\Users\cta4r\Zotero\storage\3CVRKTJF\Ryu 등 - 2017 - Thermoelectric power factor of Bi-Sb-Te and Bi-Te-.pdf; C:\Users\cta4r\Zotero\storage\VJMIJ5RQ\S0925838817328955.html","","","Doping; Density functional theory; Bi-Sb-Te; Bi-Te-Se; Ternary alloy; Thermoelectric power factor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C4RLESPW","journalArticle","2018","Ryu, Byungki","Work function of bismuth telluride: First-principles approach","Journal of the Korean Physical Society","","0374-4884, 1976-8524","10.3938/jkps.72.122","http://link.springer.com/10.3938/jkps.72.122","","2018-01-07","2018-01-08 00:57:52","2019-09-04 15:07:30","2018-01-08 00:57:52","122-128","","1","72","","","Work function of bismuth telluride","","","","","","","en","All rights reserved","","","","CrossRef","","","","C:\Users\cta4r\Zotero\storage\SBV6LAN4\Ryu - 2018 - Work function of bismuth telluride First-principl.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RPPBXB36","journalArticle","2014","Jeon, Sanghun; Song, Ihun; Lee, Sungsik; Ryu, Byungki; Ahn, Seung-Eon; Lee, Eunha; Kim, Young; Nathan, Arokia; Robertson, John; Chung, U-In","Origin of High Photoconductive Gain in Fully Transparent Heterojunction Nanocrystalline Oxide Image Sensors and Interconnects","Advanced Materials","","1521-4095","10.1002/adma.201401955","http://onlinelibrary.wiley.com/doi/10.1002/adma.201401955/abstract","","2014-11-01","2014-11-07 14:59:49","2022-06-17 14:47:52","2014-11-07 14:59:49","7102-7109","","41","26","","Adv. Mater.","","","","","","","","en","© 2014 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim","","","","Wiley Online Library","","","","C:\Users\cta4r\Zotero\storage\ANKW3UAZ\[029] Jeon et al. - 2014 - Origin of High Photoconductive Gain in Fully Trans_SM.pdf; C:\Users\cta4r\Zotero\storage\9ZWVFTTH\Jeon et al. - 2014 - Origin of High Photoconductive Gain in Fully Trans.pdf; C:\Users\cta4r\Zotero\storage\EP2A2S8U\abstract.html; C:\Users\cta4r\Zotero\storage\3RCGW43C\abstract;jsessionid=40678616048E78733CBD0BDE49D1CDE7.html","","","Photoconductivity; nanocrystalline oxide semiconductors; thin-film transistors; transparent photosensors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NNA4PK3M","journalArticle","2013","Ryu, Byungki; Park, Hyeon Cheol; Cho, Eunseog; Kim, Kwanghee; Lee, Jaeho; Liu, Meilin","Rational design of Nb-based alloys for hydrogen separation: A first principles study","AIP Advances","","2158-3226","10.1063/1.4790627","http://scitation.aip.org/content/aip/journal/adva/3/2/10.1063/1.4790627","We have investigated the effect of alloying metal elements on hydrogen solubility and mechanical integrity of Nb-based alloys, Nb 15M1 (where M = Ca–Zn, Ge), using first principles-based calculations. In general, the chemical interaction between the interstitial H and metal is weakened as the alloying element is changed from an early to a late transition metal, leading to lower H solubility and higher resistance to H embrittlement. This effect becomes more pronounced when a smaller alloying element is used due to stronger elastic interaction between interstitial H and metal atoms. These finding may provide scientific basis for rational design of Nb-based hydrogen separation membranes with tailored H solubility to effectively suppress H embrittlement while maintaining excellent hydrogen permeation rate.","2013-02-01","2014-01-27 06:18:31","2014-01-27 06:18:31","2014-01-27 06:18:31","022102","","2","3","","","Rational design of Nb-based alloys for hydrogen separation","","","","","","","","All rights reserved","","","","scitation.aip.org","","","","C:\Users\cta4r\Zotero\storage\QWN2TVMD\Ryu et al. - 2013 - Rational design of Nb-based alloys for hydrogen se.pdf; C:\Users\cta4r\Zotero\storage\5AVMJHHN\1.html","","","Lattice constants; Zinc; Germanium; Nickel; Solubility; Alloys; Elasticity; Niobium; Transition metals; Zero point energy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7HDUTS3","journalArticle","2009","Ryu, Byungki; Chang, K. J.","The electronic properties of the interface structure between ZnO and amorphous HfO2","Physica B: Condensed Matter","","0921-4526","10.1016/j.physb.2009.08.184","http://www.sciencedirect.com/science/article/pii/S0921452609009429","We investigate the atomic structure of the interface between crystalline ZnO and amorphous HfO2 (a-HfO2) and the electronic properties of oxygen vacancy (VO) near the interface through first-principles density-functional calculations. From the band alignment of ZnO/a-HfO2 interfaces, the conduction band offset is estimated to be 2.14–2.39 eV, while the potential barrier for hole conduction is nearly zero. The defect level of VO is higher in gate oxide than in ZnO. As VO behaves as a charge trap center in gate oxide, this defect can cause threshold voltage instability, while it does not in the ZnO region.","2009-12-15","2014-01-27 06:13:38","2025-01-01 16:00:27","2014-01-27 06:13:38","4823-4826","","23–24","404","","Physica B: Condensed Matter","","","","","","","","","All rights reserved","","","","ScienceDirect","","","","C:\Users\cta4r\Zotero\storage\GDBRKJ4P\Ryu 그리고 Chang - 2009 - The electronic properties of the interface structu.pdf; C:\Users\cta4r\Zotero\storage\43295EB8\S0921452609009429.html","","","ZnO; First-principles calculations; HfO2; Interface; O-vacancy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ZIAE955","journalArticle","2009","Lee, W. -J.; Ryu, B.; Chang, K. J.","Electronic structure of oxygen vacancy in crystalline InGaO3(ZnO)m","Physica B: Condensed Matter","","0921-4526","10.1016/j.physb.2009.08.178","http://www.sciencedirect.com/science/article/pii/S0921452609009338","We perform first-principles theoretical calculations to investigate the defect properties of oxygen vacancy (VO) in crystalline InGaO3(ZnO)m (m=3). In a flat boundary structure, in which Ga atoms are located on a single plane, various configurations of VO exist. We find that neutral VO at a site near the In–O layer or in the ZnO area is energetically more favorable than those formed near and on the Ga–O layer. Although the defect levels vary with the type of metal ions in the neighborhood, VO defects act as deep donors, similar to that of bulk ZnO. Moreover, the O-vacancies exhibit the negative-U behavior, with the charge transition levels well below the conduction band minimum.","2009-12-15","2014-01-27 06:13:36","2025-01-01 16:00:16","2014-01-27 06:13:36","4794-4796","","23–24","404","","Physica B: Condensed Matter","","","","","","","","","All rights reserved","","","","ScienceDirect","","","","C:\Users\cta4r\Zotero\storage\AJSIPXAB\Lee et al. - 2009 - Electronic structure of oxygen vacancy in crystall.pdf; C:\Users\cta4r\Zotero\storage\QBWQBJ39\S0921452609009338.html","","","Electronic structure; First-principles; IGZO; Oxygen vacancy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
